"incident_number","arrest_date","gender","race","age","charge","most_serious"
"12BU002708",2012-01-31 17:00:00,"Female - F","White - W",29,"Impeding Public Officers 13 VSA 3001 90Z",1
"12BU002726",2012-03-08 08:46:08,"Male - M","White - W",40,"Drugs - Cocaine, Sale >2.5 Gm 18 VSA 4231(B)(2) 35A",1
"12BU002726",2012-03-08 08:46:08,"Male - M","White - W",40,"Drugs - Cocaine, Sale <2.5 Gm 18 VSA 4231(B)(1) 35A",0
"12BU002726",2012-03-08 08:46:08,"Male - M","White - W",40,"Drugs - Cocaine, Possession  >2.5 Gm 18 VSA 4231(A)(1) 35A",0
"12BU002726",2012-03-08 08:46:08,"Male - M","White - W",40,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor 18 VSA 4234(A)(1) 35A",0
"12BU002747",2012-02-01 04:00:00,"Male - M","White - W",28,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU002762",2012-02-05 12:40:00,NA,NA,NA,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"12BU002795",2012-04-11 10:50:00,"Male - M","White - W",47,"Assault And Robbery 13 VSA 608 120",1
"12BU002795",2012-04-11 10:50:00,"Male - M","White - W",47,"Aggravated Assault 13 VSA 1024 13A",0
"12BU002800",2012-02-01 19:05:00,"Male - M","White - W",53,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",0
"12BU002866",2012-02-02 16:22:31,"Male - M","White - W",16,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"12BU002866",2012-02-02 16:22:31,"Male - M","White - W",16,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"12BU002911",2012-02-03 08:40:00,"Male - M","White - W",26,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"12BU002911",2012-02-03 08:40:00,"Male - M","White - W",26,"Possessing/Making Burglar'S Tools 13 VSA 1204 220",0
"12BU002911",2012-02-03 08:40:00,"Male - M","White - W",26,"Burglary 13 VSA 1201 220",0
"12BU002911",2012-02-03 08:40:00,"Male - M","White - W",26,"Petit Larceny From A Motor Vehicle 13 VSA 2502 23F",0
"12BU002911",2012-02-03 08:40:00,"Male - M","White - W",26,"Unlawful Trespass (Felony) 13 VSA 3705(D) 90J",NA
"12BU002932",2012-02-03 12:40:00,"Female - F","White - W",21,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"12BU002940",2012-02-03 14:13:37,NA,NA,NA,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"12BU002943",2012-02-03 14:15:00,"Male - M","Black - B",21,"Excessive Speed 23 VSA 1097 90Z",1
"12BU002946",2012-02-03 17:14:00,"Male - M","White - W",50,"Simple Assault 13 VSA 1023 13B",1
"12BU002946",2012-02-03 17:14:00,"Male - M","White - W",50,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"12BU002946",2012-02-03 17:14:00,"Male - M","White - W",50,"Resisting Arrest 13 VSA 3017 90Z",0
"12BU002968",2012-02-03 21:58:00,"Female - F","White - W",25,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"12BU002992",2012-02-04 04:24:21,"Female - F","White - W",24,"Simple Assault 13 VSA 1023 13B",1
"12BU003052",2012-10-16 00:00:00,"Male - M","White - W",18,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor 18 VSA 4230(A)(1) 35A",1
"12BU003052",2012-10-16 00:00:00,"Male - M","White - W",17,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor 18 VSA 4230(A)(1) 35A",1
"12BU003056",2012-02-04 22:42:36,"Male - M","White - W",27,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"12BU003073",2012-02-05 02:55:00,"Male - M","White - W",23,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU003073",2012-02-05 02:55:00,"Male - M","White - W",23,"Resisting Arrest 13 VSA 3017 90Z",0
"12BU003137",2012-02-06 01:54:56,"Male - M","Black - B",33,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"12BU003167",2012-02-06 11:16:52,"Female - F","White - W",36,"Probation-Parole Violation 28 VSA 205 90Z",1
"12BU003168",2012-02-06 13:36:00,"Male - M","Black - B",19,"Domestic Assault 13 VSA 1042 13B",1
"12BU003183",2012-05-09 08:25:00,"Male - M","White - W",60,"Negligent Operation 23 VSA 1091(A) 90Z",1
"12BU003212",2012-02-06 18:41:48,"Male - M","White - W",22,NA,0
"12BU003214",2012-02-06 18:40:00,"Male - M","White - W",53,"Driving Under The Influence - First Offense 23 VSA 1201 90D",0
"12BU003230",2012-02-06 21:46:31,"Male - M","White - W",19,"Simple Assault 13 VSA 1023 13B",1
"12BU003230",2012-02-07 07:16:37,"Male - M","White - W",20,"Simple Assault 13 VSA 1023 13B",0
"12BU003256",2012-02-07 10:17:50,NA,NA,NA,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor 18 VSA 4230(A)(1) 35A",1
"12BU003256",2012-02-07 10:17:50,NA,NA,NA,"Drugs - Hallucinogenic, Possession - Misdemeanor 18 VSA 4235(B)(1) 35A",0
"12BU003277",2012-02-07 15:25:00,"Female - F","White - W",33,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"12BU003283",2012-02-07 15:43:27,"Male - M","Black - B",55,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"12BU003290",2012-02-07 18:30:00,"Male - M","Black - B",23,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",0
"12BU003293",2012-02-08 14:00:00,"Male - M","White - W",20,"Unlawful Trespass (Felony) 13 VSA 3705(D) 90J",1
"12BU003293",2012-02-09 12:20:00,"Male - M","White - W",21,"Unlawful Trespass (Felony) 13 VSA 3705(D) 90J",0
"12BU003304",2012-02-08 11:00:00,"Male - M","White - W",52,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"12BU003345",2012-02-08 10:10:26,"Male - M","White - W",55,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"12BU003345",2012-02-08 10:10:26,"Male - M","White - W",55,"Disorderly Conduct By Phone Or Electronic Communication 13 VSA 1027 90C",0
"12BU003356",2012-02-08 13:27:26,"Male - M","White - W",27,"Simple Assault 13 VSA 1023 13B",1
"12BU003359",2012-02-08 13:58:20,"Male - M","White - W",15,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"12BU003360",2012-02-08 14:06:48,"Male - M","White - W",18,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"12BU003361",2012-02-08 14:20:00,"Male - M","White - W",45,"Hindering Arrest 13 VSA 3018 90Z",1
"12BU003361",2012-02-08 14:25:00,NA,NA,NA,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU003367",2012-02-21 13:48:00,"Male - M","White - W",33,"Burglary 13 VSA 1201 220",1
"12BU003371",2012-02-08 17:42:25,"Male - M","White - W",30,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor 18 VSA 4230(A)(1) 35A",1
"12BU003393",2012-02-08 21:25:57,"Female - F","White - W",28,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying 13 VSA 2575(1) 23C",1
"12BU003402",2012-02-09 02:49:23,"Male - M","White - W",42,"Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A",1
"12BU003402",2012-02-09 02:49:23,"Male - M","White - W",42,"Resisting Arrest 13 VSA 3017 90Z",0
"12BU003402",2012-02-09 02:49:23,"Male - M","White - W",42,"Assault With Bodily Fluids (Misdemeanor) 13 VSA 1028(B)(1) 13B",0
"12BU003402",2012-02-09 02:49:23,"Male - M","White - W",42,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",0
"12BU003406",2012-02-09 22:30:00,"Male - M","White - W",32,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"12BU003439",2012-02-09 13:00:00,"Male - M","White - W",43,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"12BU003445",2012-02-09 13:39:00,"Male - M","White - W",20,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor 18 VSA 4234(A)(1) 35A",1
"12BU003502",2012-02-10 06:14:02,"Female - F","White - W",21,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU003502",2012-02-10 06:15:00,"Female - F","White - W",13,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU003512",2012-02-10 11:27:11,"Male - M","Black - B",25,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"12BU003552",2012-02-10 20:55:00,"Male - M","White - W",20,NA,0
"12BU003563",2012-02-11 00:33:06,"Male - M","White - W",24,"Driving Under The Influence - Second And Subsequent Offense 23 VSA 1201 90D",0
"12BU003566",2012-02-10 23:56:00,"Female - F","White - W",32,"Domestic Assault 13 VSA 1042 13B",1
"12BU003568",2012-02-11 00:45:00,NA,NA,NA,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",0
"12BU003568",2012-02-11 00:45:00,"Female - F","White - W",47,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",0
"12BU003626",2012-02-11 21:37:20,"Male - M","Asian - A",35,"Negligent Operation 23 VSA 1091(A) 90Z",1
"12BU003648",2012-02-12 01:48:31,"Female - F","White - W",23,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"12BU003760",2012-02-13 18:55:27,"Male - M","White - W",43,"Aggravated Sexual Assault 13 VSA 3253 11A",1
"12BU003760",2012-02-13 18:55:27,"Male - M","White - W",43,"Kidnapping 13 VSA 2405 100",0
"12BU003774",2012-02-13 19:53:35,"Male - M","White - W",19,"Aggravated Assault 13 VSA 1024 13A",1
"12BU003790",2012-02-14 09:57:20,"Female - F","White - W",47,"False Information To A Police Officer 13 VSA 1754 90Z",1
"12BU003790",2012-02-14 09:57:20,"Female - F","White - W",47,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"12BU003812",2012-02-14 15:35:06,"Male - M","White - W",32,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying 13 VSA 2575(1) 23C",1
"12BU003814",2012-02-14 16:02:16,"Male - M","White - W",28,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",0
"12BU003815",2012-02-14 18:14:00,"Male - M","White - W",51,"Domestic Assault 13 VSA 1042 13B",1
"12BU003818",2012-02-14 15:15:45,"Male - M","White - W",23,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"12BU003822",2012-02-14 21:17:37,NA,NA,NA,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"12BU003823",2012-02-09 02:50:00,"Male - M","White - W",42,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"12BU003846",2012-02-14 23:45:00,"Male - M","White - W",22,"Driving Under The Influence - Criminal Refusal 23 VSA 1202 90D",1
"12BU003851",2012-02-15 01:28:00,"Male - M","White - W",23,"Resisting Arrest 13 VSA 3017 90Z",0
"12BU003851",2012-02-15 01:28:00,"Male - M","White - W",23,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"12BU003851",2012-02-15 01:28:00,"Male - M","White - W",23,"Aggravated Assault 13 VSA 1024 13A",1
"12BU003875",2012-02-21 15:20:00,"Female - F","White - W",34,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying 13 VSA 2575(1) 23C",0
"12BU003875",2012-02-21 15:20:00,"Female - F","White - W",34,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",0
"12BU003875",2012-02-21 15:20:00,"Female - F","White - W",34,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"12BU003875",2012-02-21 15:20:00,"Female - F","White - W",34,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"12BU003893",2012-02-15 15:00:00,NA,NA,NA,"Burglary 13 VSA 1201 220",1
"12BU003893",2012-03-13 08:05:00,"Male - M","White - W",22,"Burglary 13 VSA 1201 220",1
"12BU003898",2012-02-15 15:48:52,"Male - M","White - W",33,NA,0
"12BU003900",2012-03-23 19:25:00,"Female - F","White - W",46,"Drugs - Cocaine, Possession >25 Gm 18 VSA 4231(A)(1) 35A",1
"12BU003900",2012-03-23 19:25:00,"Female - F","White - W",46,"Drugs - Cocaine, Sale <2.5 Gm 18 VSA 4231(B)(1) 35A",0
"12BU003900",2012-03-23 19:25:00,"Female - F","White - W",46,"Drugs - Sale On School Grounds Prohibited 18 VSA 4237(C) 35A",1
"12BU003908",2012-02-15 16:00:00,NA,NA,NA,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"12BU003910",2012-02-15 20:39:03,"Female - F","Asian - A",22,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"12BU003917",2012-02-15 19:21:02,NA,NA,NA,"Stolen Property Receiving (Possession Of) Stolen Property (Felony) 13 VSA 2561 280",0
"12BU003917",2012-03-13 08:10:00,"Male - M","White - W",22,"Stolen Property Receiving (Possession Of) Stolen Property (Felony) 13 VSA 2561 280",0
"12BU003919",2012-02-15 19:52:33,"Male - M","White - W",31,"Escape 13 VSA 1501 90Z",1
"12BU003929",2012-02-16 00:48:50,"Female - F","White - W",21,"Driving Under The Influence - Second And Subsequent Offense 23 VSA 1201 90D",1
"12BU003929",2012-02-16 00:48:50,"Female - F","White - W",21,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"12BU003929",2012-02-16 00:48:50,"Female - F","White - W",21,"False Information To A Police Officer 13 VSA 1754 90Z",0
"12BU003937",2012-02-16 00:38:45,"Male - M","White - W",24,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU003937",2012-02-16 00:35:00,"Male - M","White - W",22,"Disorderly Conduct - All Other 13 VSA 1026 90C",NA
"12BU003940",2012-02-16 00:55:00,"Male - M","White - W",21,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU003940",2012-02-16 00:55:00,"Male - M","White - W",33,"Disorderly Conduct - All Other 13 VSA 1026 90C",NA
"12BU003945",2012-02-16 04:18:58,"Male - M","White - W",22,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"12BU003957",2012-02-16 10:28:24,NA,NA,NA,"False Pretenses 13 VSA 2002 26A",1
"12BU003957",2012-02-16 10:28:24,NA,NA,NA,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",0
"12BU003957",2012-04-12 11:35:00,"Male - M","White - W",23,"Forgery/Counterfeit 13 VSA 1801 250",1
"12BU003957",2012-04-12 11:35:00,"Male - M","White - W",23,"Uttering A Forged Instrument 13 VSA 1802 250",0
"12BU003957",2012-04-12 11:35:00,"Male - M","White - W",23,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",0
"12BU003988",2012-02-16 15:17:13,"Male - M","White - W",52,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",0
"12BU003998",2012-02-16 17:36:28,"Male - M","Black - B",19,NA,0
"12BU004022",2012-02-17 00:52:35,NA,NA,NA,"Driving Under The Influence - First Offense 23 VSA 1201 90D",0
"12BU004029",2012-02-17 01:57:07,"Male - M","Black - B",33,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU004029",2012-02-17 01:55:00,"Male - M","Black - B",19,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU004031",2012-02-17 02:34:21,"Male - M","White - W",24,"Simple Assault 13 VSA 1023 13B",1
"12BU004031",2012-02-17 02:34:21,"Male - M","White - W",32,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"12BU004037",2012-02-17 10:18:37,"Male - M","Unknown - U",25,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"12BU004040",2012-02-17 10:00:00,"Female - F","White - W",33,NA,0
"12BU004048",2012-02-17 16:43:33,"Male - M","White - W",41,"Driving Under The Influence - First Offense 23 VSA 1201 90D",0
"12BU004089",2012-02-18 00:45:22,"Male - M","White - W",25,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"12BU004120",2012-02-18 01:41:41,"Male - M","White - W",26,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU004171",2012-02-19 00:32:45,"Male - M","White - W",21,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",1
"12BU004198",2012-02-19 08:42:14,"Male - M","Black - B",34,"Aggravated Assault 13 VSA 1024 13A",0
"12BU004217",2012-02-19 13:29:19,"Male - M","White - W",21,"Negligent Operation 23 VSA 1091(A) 90Z",1
"12BU004237",2012-02-20 00:55:00,"Male - M","White - W",23,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"12BU004247",2012-02-19 22:55:00,"Male - M","White - W",18,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"12BU004247",2012-02-19 22:55:00,"Male - M","White - W",18,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"12BU004247",2012-02-19 22:55:00,"Male - M","White - W",18,"Simple Assault 13 VSA 1023 13B",1
"12BU004247",2012-02-19 22:55:00,"Male - M","White - W",18,"Reckless Endangerment 13 VSA 1025 13C",0
"12BU004278",2012-02-20 13:59:26,"Female - F","Black - B",14,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU004286",2012-02-20 17:07:15,"Female - F","White - W",10,"Simple Assault 13 VSA 1023 13B",1
"12BU004292",2012-02-20 17:40:00,"Male - M","White - W",30,"Escape 13 VSA 1501 90Z",1
"12BU004303",2012-02-20 22:06:25,"Male - M","White - W",16,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying 13 VSA 2575(1) 23C",1
"12BU004303",2012-02-20 22:06:00,"Female - F","White - W",17,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying 13 VSA 2575(1) 23C",1
"12BU004345",2012-02-22 09:30:00,"Male - M","Asian - A",26,"Aggravated Assault 13 VSA 1024 13A",1
"12BU004362",2012-02-21 17:51:03,"Female - F","White - W",26,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"12BU004373",2012-02-21 18:52:12,"Male - M","White - W",27,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"12BU004395",2012-02-22 02:51:33,"Male - M","White - W",23,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor 18 VSA 4230(A)(1) 35A",1
"12BU004406",2012-04-06 12:00:00,"Male - M","White - W",28,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"12BU004409",2012-02-22 09:55:34,NA,NA,NA,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"12BU004409",2012-02-22 09:55:34,NA,NA,NA,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"12BU004415",2012-02-22 11:34:00,NA,NA,NA,"Simple Assault 13 VSA 1023 13B",1
"12BU004420",2012-02-23 23:52:43,"Male - M","Black - B",27,"Drugs - Heroin, Trafficking 18 VSA 4233(C) 35A",1
"12BU004420",2012-05-17 17:35:00,"Male - M","Black - B",25,"Drugs - Heroin, Trafficking 18 VSA 4233(C) 35A",1
"12BU004423",2012-02-22 12:55:00,NA,NA,NA,"Driving Under The Influence - Second And Subsequent Offense 23 VSA 1201 90D",1
"12BU004467",2012-02-23 00:36:12,"Male - M","White - W",26,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"12BU004483",2012-02-23 02:01:00,"Male - M","White - W",28,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"12BU004483",2012-02-23 02:01:00,"Male - M","White - W",28,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",NA
"12BU004483",2012-02-23 02:01:00,"Male - M","White - W",28,"Resisting Arrest 13 VSA 3017 90Z",1
"12BU004485",2012-02-23 07:22:52,"Male - M","White - W",18,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"12BU004490",2012-02-23 11:12:09,"Female - F","White - W",21,"Retail Theft (Felony) 13 VSA 2575 23C",1
"12BU004494",2012-02-23 13:40:29,"Male - M","White - W",17,"Retail Theft (Felony) 13 VSA 2575 23C",1
"12BU004498",2012-02-23 13:10:00,"Male - M","White - W",26,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"12BU004504",2012-02-23 14:05:37,"Male - M","White - W",26,"Drugs - Depressant, Stimulant, And Narcotic - Sale > 100 X Dose 18 VSA 4234(B)(2) 35A",1
"12BU004506",2012-02-23 13:48:00,"Female - F","White - W",18,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"12BU004514",2012-02-23 17:25:11,NA,NA,NA,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU004514",2012-02-23 17:21:00,"Female - F","White - W",34,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"12BU004575",2012-02-24 16:16:57,"Male - M","Black - B",34,"Aggravated Assault 13 VSA 1024 13A",1
"12BU004576",2012-02-24 14:50:10,"Male - M","White - W",23,NA,0
"12BU004595",2012-02-24 18:30:00,"Male - M","White - W",44,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"12BU004617",2012-02-25 01:12:24,NA,NA,NA,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor 18 VSA 4230(A)(1) 35A",1
"12BU004620",2012-02-25 03:00:06,"Female - F","White - W",40,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"12BU004620",2012-02-25 03:00:06,"Female - F","White - W",40,"Simple Assault 13 VSA 1023 13B",1
"12BU004620",2012-02-24 23:47:00,"Male - M","White - W",19,"Simple Assault 13 VSA 1023 13B",1
"12BU004639",2012-02-25 04:44:42,"Male - M","Black - B",26,NA,0
"12BU004675",2012-02-25 17:29:16,"Female - F","White - W",25,"Removing, Aid Or Abet In Removal, Of Merchandise Without Paying 13 VSA 2575(1) 23C",1
"12BU004683",2012-02-25 19:15:00,"Female - F","White - W",40,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",0
"12BU004687",2012-02-26 02:45:59,"Male - M","White - W",43,"Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A",1
"12BU004693",2012-02-26 02:17:02,"Male - M","White - W",51,"Driving Under The Influence - Second And Subsequent Offense 23 VSA 1201 90D",1
"12BU004693",2012-02-26 02:17:02,"Male - M","White - W",51,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
